master-cleanse-blue-star-bath-treatment,,,,,,,,1kg,,,,,Master Cleanse - Blue Star - Bath Treatment  - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_1kg_-_Master Cleanse_-_Blue Star_-_Front.png ,g,,,active
master-cleanse-blue-star-bath-treatment,,,,,,,,2kg,,,,,Master Cleanse - Blue Star - Bath Treatment  - 2kg,2000,,0,deny,manual,55,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_2kg_-_Master Cleanse_-_Blue Star_-_Front.png ,g,,,active
master-cleanse-chaos-medicine-bath-treatment,Master Cleanse - Chaos Medicine - Bath Treatment ,"Chaos Medicine is simply the Knowing that Chaos is the way of the Universe. When we attempt to box Chaos into our need for safety and presumed control of our Lives, we begin to cause disharmony and disease. Faith in the Process.",Wild Woman Medicine Show,product,"Line: Master Cleanse, Blend: Chaos Medicine, Product: Bath Treatment",true,Size,100g,,,,,Master Cleanse - Chaos Medicine - Bath Treatment  - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Chaos Medicine_-_Front.png,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Chaos Medicine_-_Front.png ,g,,,active
master-cleanse-chaos-medicine-bath-treatment,,,,,,,,250g,,,,,Master Cleanse - Chaos Medicine - Bath Treatment  - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_250g_-_Master Cleanse_-_Chaos Medicine_-_Front.png ,g,,,active
master-cleanse-chaos-medicine-bath-treatment,,,,,,,,1kg,,,,,Master Cleanse - Chaos Medicine - Bath Treatment  - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_1kg_-_Master Cleanse_-_Chaos Medicine_-_Front.png ,g,,,active
master-cleanse-chaos-medicine-bath-treatment,,,,,,,,2kg,,,,,Master Cleanse - Chaos Medicine - Bath Treatment  - 2kg,2000,,0,deny,manual,55,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_2kg_-_Master Cleanse_-_Chaos Medicine_-_Front.png ,g,,,active
master-cleanse-community---shaman-2.0-bath-treatment,Master Cleanse - Community - Shaman 2.0 - Bath Treatment ,"Root, Heart, Crown. Spirit Communities evolve at different and sometimes inopportune times. When Open, these communities are a Blessing. Often these groups manifest in a sense of ""All at Once!"" They are an incredible Force of Healing. Spirit Groups build and Raise the World's Energy Exponentially, releasing the next level of Cultural Amnesia.",Wild Woman Medicine Show,product,"Line: Master Cleanse, Blend: Community - Shaman 2.0, Product: Bath Treatment",true,Size,100g,,,,,Master Cleanse - Community - Shaman 2.0 - Bath Treatment  - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Community - Shaman 2.0_-_Front.png,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Community - Shaman 2.0_-_Front.png ,g,,,active
master-cleanse-community---shaman-2.0-bath-treatment,,,,,,,,250g,,,,,Master Cleanse - Community - Shaman 2.0 - Bath Treatment  - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_250g_-_Master Cleanse_-_Community - Shaman 2.0_-_Front.png ,g,,,active
master-cleanse-community---shaman-2.0-bath-treatment,,,,,,,,1kg,,,,,Master Cleanse - Community - Shaman 2.0 - Bath Treatment  - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_1kg_-_Master Cleanse_-_Community - Shaman 2.0_-_Front.png ,g,,,active
master-cleanse-community---shaman-2.0-bath-treatment,,,,,,,,2kg,,,,,Master Cleanse - Community - Shaman 2.0 - Bath Treatment  - 2kg,2000,,0,deny,manual,55,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_2kg_-_Master Cleanse_-_Community - Shaman 2.0_-_Front.png ,g,,,active
master-cleanse-emotional-body-bath-treatment,Master Cleanse - Emotional Body - Bath Treatment ,"Many of us have learned to put away our bigger emotions for some future magical time when it will be easier to deal with them. Feel them. As time passes, the physical body shifts to carry the weight of this old energy. Leading to: sciatica (loss), stiffness (holding back), exhaustion (carrying the weight), inflammation (anger, grief). When we feel in the moment, it can be embarrassing and upsetting for others and that is OK.",Wild Woman Medicine Show,product,"Line: Master Cleanse, Blend: Emotional Body, Product: Bath Treatment",true,Size,100g,,,,,Master Cleanse - Emotional Body - Bath Treatment  - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Emotional Body_-_Front.png,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Emotional Body_-_Front.png ,g,,,active
master-cleanse-emotional-body-bath-treatment,,,,,,,,250g,,,,,Master Cleanse - Emotional Body - Bath Treatment  - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_250g_-_Master Cleanse_-_Emotional Body_-_Front.png ,g,,,active
master-cleanse-emotional-body-bath-treatment,,,,,,,,1kg,,,,,Master Cleanse - Emotional Body - Bath Treatment  - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_1kg_-_Master Cleanse_-_Emotional Body_-_Front.png ,g,,,active
master-cleanse-emotional-body-bath-treatment,,,,,,,,2kg,,,,,Master Cleanse - Emotional Body - Bath Treatment  - 2kg,2000,,0,deny,manual,55,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_2kg_-_Master Cleanse_-_Emotional Body_-_Front.png ,g,,,active
master-cleanse-hand-of-the-earth-bath-treatment,Master Cleanse - Hand of the Earth - Bath Treatment ,"The Sacrum is the fulcrum of the physical body. Babies are first held here and behind the neck. We learn to feel safe and secure in this posture supported with a loved one's hand channeling love energy directly into our physical body. There are times where we could really use more support. Visualize the hand of the Earth cupping your sacrum, gently rocking and soothing. Be supported and healed.",Wild Woman Medicine Show,product,"Line: Master Cleanse, Blend: Hand of the Earth, Product: Bath Treatment",true,Size,100g,,,,,Master Cleanse - Hand of the Earth - Bath Treatment  - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Hand of the Earth_-_Front.png,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Hand of the Earth_-_Front.png ,g,,,active
master-cleanse-hand-of-the-earth-bath-treatment,,,,,,,,250g,,,,,Master Cleanse - Hand of the Earth - Bath Treatment  - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_250g_-_Master Cleanse_-_Hand of the Earth_-_Front.png ,g,,,active
master-cleanse-hand-of-the-earth-bath-treatment,,,,,,,,1kg,,,,,Master Cleanse - Hand of the Earth - Bath Treatment  - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_1kg_-_Master Cleanse_-_Hand of the Earth_-_Front.png ,g,,,active
master-cleanse-hand-of-the-earth-bath-treatment,,,,,,,,2kg,,,,,Master Cleanse - Hand of the Earth - Bath Treatment  - 2kg,2000,,0,deny,manual,55,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_2kg_-_Master Cleanse_-_Hand of the Earth_-_Front.png ,g,,,active
master-cleanse-heartbeat-meditation-bath-treatment,Master Cleanse - Heartbeat Meditation - Bath Treatment ,"Hearing and counting the Heartbeat strengthens our connection to the Earth's Energy Frequency. This in turn exponentially builds intuition and empathy. This Practice releases the boundaries of Time and Space that box us into this one Timeline. As Humanity remembers, the Hundredth Monkey Effect  kicks in and we Open to the All One.",Wild Woman Medicine Show,product,"Line: Master Cleanse, Blend: Heartbeat Meditation, Product: Bath Treatment",true,Size,100g,,,,,Master Cleanse - Heartbeat Meditation - Bath Treatment  - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Heartbeat Meditation_-_Front.png,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Heartbeat Meditation_-_Front.png ,g,,,active
master-cleanse-heartbeat-meditation-bath-treatment,,,,,,,,250g,,,,,Master Cleanse - Heartbeat Meditation - Bath Treatment  - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_250g_-_Master Cleanse_-_Heartbeat Meditation_-_Front.png ,g,,,active
master-cleanse-heartbeat-meditation-bath-treatment,,,,,,,,1kg,,,,,Master Cleanse - Heartbeat Meditation - Bath Treatment  - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_1kg_-_Master Cleanse_-_Heartbeat Meditation_-_Front.png ,g,,,active
master-cleanse-heartbeat-meditation-bath-treatment,,,,,,,,2kg,,,,,Master Cleanse - Heartbeat Meditation - Bath Treatment  - 2kg,2000,,0,deny,manual,55,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_2kg_-_Master Cleanse_-_Heartbeat Meditation_-_Front.png ,g,,,active
master-cleanse-hormonal-balance-bath-treatment,Master Cleanse - Hormonal Balance - Bath Treatment ,"Hormonal imbalances, caused by even the smallest amount of stress and pressure, can lead to PMS, sleep disturbances, morning weepiness, low or non-existent libido, hot flashes and more. A decent sleep, a connection to our bodies' timetable, and the energy to live past our coping skills, we easily reset our systems and find the path to enjoy the adventure of LIFE. Hugs and Hang in there",Wild Woman Medicine Show,product,"Line: Master Cleanse, Blend: Hormonal Balance, Product: Bath Treatment",true,Size,100g,,,,,Master Cleanse - Hormonal Balance - Bath Treatment  - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Hormonal Balance_-_Front.png,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Hormonal Balance_-_Front.png ,g,,,active
master-cleanse-hormonal-balance-bath-treatment,,,,,,,,250g,,,,,Master Cleanse - Hormonal Balance - Bath Treatment  - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_250g_-_Master Cleanse_-_Hormonal Balance_-_Front.png ,g,,,active
master-cleanse-hormonal-balance-bath-treatment,,,,,,,,1kg,,,,,Master Cleanse - Hormonal Balance - Bath Treatment  - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_1kg_-_Master Cleanse_-_Hormonal Balance_-_Front.png ,g,,,active
master-cleanse-hormonal-balance-bath-treatment,,,,,,,,2kg,,,,,Master Cleanse - Hormonal Balance - Bath Treatment  - 2kg,2000,,0,deny,manual,55,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_2kg_-_Master Cleanse_-_Hormonal Balance_-_Front.png ,g,,,active
master-cleanse-love-my-life-bath-treatment,Master Cleanse - Love My Life - Bath Treatment ,"This blend is a simple gift to ourselves for all of the work. You came here to live your Life in the best way you know how. We always receive what we give attention to. Choose to value your Life, Spirit, and Body before anything else. You are Strong and Able to accurately Choose how and where you offer yor Energy. Embrace Your Adventure.",Wild Woman Medicine Show,product,"Line: Master Cleanse, Blend: Love My Life, Product: Bath Treatment",true,Size,100g,,,,,Master Cleanse - Love My Life - Bath Treatment  - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Love My Life_-_Front.png,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Love My Life_-_Front.png ,g,,,active
master-cleanse-love-my-life-bath-treatment,,,,,,,,250g,,,,,Master Cleanse - Love My Life - Bath Treatment  - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_250g_-_Master Cleanse_-_Love My Life_-_Front.png ,g,,,active
master-cleanse-love-my-life-bath-treatment,,,,,,,,1kg,,,,,Master Cleanse - Love My Life - Bath Treatment  - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_1kg_-_Master Cleanse_-_Love My Life_-_Front.png ,g,,,active
master-cleanse-love-my-life-bath-treatment,,,,,,,,2kg,,,,,Master Cleanse - Love My Life - Bath Treatment  - 2kg,2000,,0,deny,manual,55,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_2kg_-_Master Cleanse_-_Love My Life_-_Front.png ,g,,,active
master-cleanse-mind/body-release-bath-treatment,Master Cleanse - Mind/Body Release - Bath Treatment ,"Be Prepared to Sleep. Listening to our Bodies ailments reveals the Spiritual, Emotional and Mental distress we are hiding from. Listening and Paying Attention to our bodies allows the voice to be soft and easy. When ignored, the body feels it needs to YELL to grab our attention causing pain, discomfort, and exhaustion.",Wild Woman Medicine Show,product,"Line: Master Cleanse, Blend: Mind/Body Release, Product: Bath Treatment",true,Size,100g,,,,,Master Cleanse - Mind/Body Release - Bath Treatment  - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Mind/Body Release_-_Front.png,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Mind/Body Release_-_Front.png ,g,,,active
master-cleanse-mind/body-release-bath-treatment,,,,,,,,250g,,,,,Master Cleanse - Mind/Body Release - Bath Treatment  - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_250g_-_Master Cleanse_-_Mind/Body Release_-_Front.png ,g,,,active
master-cleanse-mind/body-release-bath-treatment,,,,,,,,1kg,,,,,Master Cleanse - Mind/Body Release - Bath Treatment  - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_1kg_-_Master Cleanse_-_Mind/Body Release_-_Front.png ,g,,,active
master-cleanse-mind/body-release-bath-treatment,,,,,,,,2kg,,,,,Master Cleanse - Mind/Body Release - Bath Treatment  - 2kg,2000,,0,deny,manual,55,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_2kg_-_Master Cleanse_-_Mind/Body Release_-_Front.png ,g,,,active
master-cleanse-mirror-bath-treatment,Master Cleanse - Mirror - Bath Treatment ,Healing the Shadow Self through seeing it. Shine your Bright Light of Spirit on all those you encounter. Be the Beauty that raises the Energy of All. Release the Seed hidden within your Original Wound. It Heals All.,Wild Woman Medicine Show,product,"Line: Master Cleanse, Blend: Mirror, Product: Bath Treatment",true,Size,100g,,,,,Master Cleanse - Mirror - Bath Treatment  - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Mirror_-_Front.png,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Mirror_-_Front.png ,g,,,active
master-cleanse-mirror-bath-treatment,,,,,,,,250g,,,,,Master Cleanse - Mirror - Bath Treatment  - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_250g_-_Master Cleanse_-_Mirror_-_Front.png ,g,,,active
master-cleanse-mirror-bath-treatment,,,,,,,,1kg,,,,,Master Cleanse - Mirror - Bath Treatment  - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_1kg_-_Master Cleanse_-_Mirror_-_Front.png ,g,,,active
master-cleanse-mirror-bath-treatment,,,,,,,,2kg,,,,,Master Cleanse - Mirror - Bath Treatment  - 2kg,2000,,0,deny,manual,55,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_2kg_-_Master Cleanse_-_Mirror_-_Front.png ,g,,,active
master-cleanse-physical-body-bath-treatment,Master Cleanse - Physical Body - Bath Treatment ,"Physical stress and pain is an effective way to keep others at bay. ""Don't Touch Me!"" This practice attempts to close the doors on our original trauma memories. Similar to a young child covering their eyes to hide, thinking they cant be seen if they cant see. Release the Protective Inflammation and walk one more step toward the freedom of the Next Adventure.",Wild Woman Medicine Show,product,"Line: Master Cleanse, Blend: Physical Body, Product: Bath Treatment",true,Size,100g,,,,,Master Cleanse - Physical Body - Bath Treatment  - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Physical Body_-_Front.png,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Physical Body_-_Front.png ,g,,,active
master-cleanse-physical-body-bath-treatment,,,,,,,,250g,,,,,Master Cleanse - Physical Body - Bath Treatment  - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_250g_-_Master Cleanse_-_Physical Body_-_Front.png ,g,,,active
master-cleanse-physical-body-bath-treatment,,,,,,,,1kg,,,,,Master Cleanse - Physical Body - Bath Treatment  - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_1kg_-_Master Cleanse_-_Physical Body_-_Front.png ,g,,,active
master-cleanse-physical-body-bath-treatment,,,,,,,,2kg,,,,,Master Cleanse - Physical Body - Bath Treatment  - 2kg,2000,,0,deny,manual,55,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_2kg_-_Master Cleanse_-_Physical Body_-_Front.png ,g,,,active
master-cleanse-psychic-protection-bath-treatment,Master Cleanse - Psychic Protection - Bath Treatment ,"It is very easy to pick up on others Emotions and Physical Symptoms. It is a good practice to build Energetic Boundaries that serve us when we are distracted. Visualize an upside down Quick Silver Egg around you. The Quick Silver Energy moves and shifts to keep your Energy Clear. As you build your Practice, you can change the Colour. Purple for Intuition, Pink for Love, Black for Creativity, Brown for Grounding, Green for Growth and Change.   ",Wild Woman Medicine Show,product,"Line: Master Cleanse, Blend: Psychic Protection, Product: Bath Treatment",true,Size,100g,,,,,Master Cleanse - Psychic Protection - Bath Treatment  - 100g,100,,0,deny,manual,6,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Psychic Protection_-_Front.png,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_100g_-_Master Cleanse_-_Psychic Protection_-_Front.png ,g,,,active
master-cleanse-psychic-protection-bath-treatment,,,,,,,,250g,,,,,Master Cleanse - Psychic Protection - Bath Treatment  - 250g,250,,0,deny,manual,12,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_250g_-_Master Cleanse_-_Psychic Protection_-_Front.png ,g,,,active
master-cleanse-psychic-protection-bath-treatment,,,,,,,,1kg,,,,,Master Cleanse - Psychic Protection - Bath Treatment  - 1kg,1000,,0,deny,manual,30,,true,true,,,,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/files/WWMS_-_Bath Treatment_-_1kg_-_Master Cleanse_-_Psychic Protection_-_Front.png ,g,,,active
